episode,scenario,ens,evaluatino_area,hour_index,value
240527,1000_5x5,e3,region,10,308.579799
240527,1000_5x5,e1,city,11,308.4698436
240527,1000_5x5,e2,city,11,308.6199169
240527,1000_5x5,e3,city,11,308.7463054
240527,1000_5x5,e1,region,11,310.7585863
240527,1000_5x5,e2,region,11,310.7413287
240527,1000_5x5,e3,region,11,310.1977316
240527,1000_5x5,e1,city,12,310.6830086
240527,1000_5x5,e2,city,12,311.0943905
240527,1000_5x5,e3,city,12,311.298824
240527,1000_5x5,e1,region,12,312.2703572
240527,1000_5x5,e2,region,12,312.1448167
240527,1000_5x5,e3,region,12,311.5995492
240527,1000_5x5,e1,city,13,312.7673018
240527,1000_5x5,e2,city,13,313.4042506
240527,1000_5x5,e3,city,13,313.6493357
240527,1000_5x5,e1,region,13,313.5261019
240527,1000_5x5,e2,region,13,313.3671714
240527,1000_5x5,e3,region,13,312.8024894
240527,1000_5x5,e1,city,14,314.7507426
240527,1000_5x5,e2,city,14,315.2494389
240527,1000_5x5,e3,city,14,315.2540445
240527,1000_5x5,e1,region,14,314.5372243
240527,1000_5x5,e2,region,14,314.3875833
240527,1000_5x5,e3,region,14,313.8428063
240527,1000_5x5,e1,city,15,316.2234595
240527,1000_5x5,e2,city,15,316.4943446
240527,1000_5x5,e3,city,15,316.1440163
240527,1000_5x5,e1,region,15,315.2533517
240527,1000_5x5,e2,region,15,315.159424
240527,1000_5x5,e3,region,15,314.6389862
240527,1000_5x5,e1,city,16,317.0497633
240527,1000_5x5,e2,city,16,317.254672
240527,1000_5x5,e3,city,16,316.8435369
240527,1000_5x5,e1,region,16,315.760621
240527,1000_5x5,e2,region,16,315.6995044
240527,1000_5x5,e3,region,16,315.1614245
240527,1000_5x5,e1,city,17,317.4803556
240527,1000_5x5,e2,city,17,317.6269437
240527,1000_5x5,e3,city,17,317.0620318
240527,1000_5x5,e1,region,17,315.9954854
240527,1000_5x5,e2,region,17,315.915055
240527,1000_5x5,e3,region,17,315.3673304
240527,1000_5x5,e1,city,18,317.4978378
240527,1000_5x5,e2,city,18,317.6145295
240527,1000_5x5,e3,city,18,316.9070645
240527,1000_5x5,e1,region,18,315.8917748
240527,1000_5x5,e2,region,18,315.8015505
240527,1000_5x5,e3,region,18,315.2754222
240527,1000_5x5,e1,city,19,316.7389526
240527,1000_5x5,e2,city,19,316.7980077
240527,1000_5x5,e3,city,19,316.0945889
240527,1000_5x5,e1,region,19,315.3876086
240527,1000_5x5,e2,region,19,315.2907003
240527,1000_5x5,e3,region,19,314.8541878
240527,1000_5x5,e1,city,20,312.7693754
240527,1000_5x5,e2,city,20,312.754312
240527,1000_5x5,e3,city,20,312.2211543
240527,1000_5x5,e1,region,20,312.892126
240527,1000_5x5,e2,region,20,312.8161736
240527,1000_5x5,e3,region,20,312.6517453
240527,1000_5x5,e1,city,21,309.7298969
240527,1000_5x5,e2,city,21,309.8122291
240527,1000_5x5,e3,city,21,309.2864285
240527,1000_5x5,e1,region,21,311.1404658
240527,1000_5x5,e2,region,21,311.075461
240527,1000_5x5,e3,region,21,310.9893125
240527,1000_5x5,e1,city,22,307.8609403
240527,1000_5x5,e2,city,22,308.0217869
240527,1000_5x5,e3,city,22,307.5436581
240527,1000_5x5,e1,region,22,309.8884583
240527,1000_5x5,e2,region,22,309.8217294
240527,1000_5x5,e3,region,22,309.7896578
240527,1000_5x5,e1,city,23,306.2745832
240527,1000_5x5,e2,city,23,306.4884267
240527,1000_5x5,e3,city,23,306.1927357
240527,1000_5x5,e1,region,23,308.7310112
240527,1000_5x5,e2,region,23,308.6649695
240527,1000_5x5,e3,region,23,308.6635354
240527,1000_5x5,e1,city,24,305.0902124
240527,1000_5x5,e2,city,24,305.2591997
240527,1000_5x5,e3,city,24,305.0770528
240527,1000_5x5,e1,region,24,307.6487252
240527,1000_5x5,e2,region,24,307.59056
240527,1000_5x5,e3,region,24,307.6020917
240527,1000_5x5,e1,city,25,303.9635354
240527,1000_5x5,e2,city,25,304.1648149
240527,1000_5x5,e3,city,25,303.9515463
240527,1000_5x5,e1,region,25,306.6729277
240527,1000_5x5,e2,region,25,306.6328239
240527,1000_5x5,e3,region,25,306.6428643
240527,1000_5x5,e1,city,26,302.5522997
240527,1000_5x5,e2,city,26,303.1498849
240527,1000_5x5,e3,city,26,302.8974314
240527,1000_5x5,e1,region,26,305.7445395
240527,1000_5x5,e2,region,26,305.6786507
240527,1000_5x5,e3,region,26,305.7151646
240527,1000_5x5,e1,city,27,301.2945313
240527,1000_5x5,e2,city,27,302.0734728
240527,1000_5x5,e3,city,27,301.7953186
240527,1000_5x5,e1,region,27,304.8453515
240527,1000_5x5,e2,region,27,304.7608075
240527,1000_5x5,e3,region,27,304.8241795
240527,1000_5x5,e1,city,28,300.4428372
240527,1000_5x5,e2,city,28,301.4031577
240527,1000_5x5,e3,city,28,300.6260906
240527,1000_5x5,e1,region,28,303.9891749
240527,1000_5x5,e2,region,28,303.9287442
240527,1000_5x5,e3,region,28,304.0090394
240527,1000_5x5,e1,city,29,299.5671081
240527,1000_5x5,e2,city,29,300.5935025
240527,1000_5x5,e3,city,29,299.6026464
240527,1000_5x5,e1,region,29,303.18679
240527,1000_5x5,e2,region,29,303.1192091
240527,1000_5x5,e3,region,29,303.2620412
240527,1000_5x5,e1,city,30,298.9119444
240527,1000_5x5,e2,city,30,299.7770263
240527,1000_5x5,e3,city,30,298.7924275
240527,1000_5x5,e1,region,30,302.4809112
240527,1000_5x5,e2,region,30,302.3993173
240527,1000_5x5,e3,region,30,302.5223058
240527,1000_5x5,e1,city,31,298.3919924
240527,1000_5x5,e2,city,31,299.1793025
240527,1000_5x5,e3,city,31,298.3095673
240527,1000_5x5,e1,region,31,302.0385143
240527,1000_5x5,e2,region,31,301.9576456
240527,1000_5x5,e3,region,31,302.0809216
240527,1000_5x5,e1,city,32,300.0706558
240527,1000_5x5,e2,city,32,300.4455563
240527,1000_5x5,e3,city,32,300.0502284
240527,1000_5x5,e1,region,32,303.9186488
240527,1000_5x5,e2,region,32,303.761695
240527,1000_5x5,e3,region,32,303.9449038
240527,1000_5x5,e1,city,33,303.5422941
240527,1000_5x5,e2,city,33,303.6612749
240527,1000_5x5,e3,city,33,303.0479571
240527,1000_5x5,e1,region,33,306.4510519
240527,1000_5x5,e2,region,33,306.2371306
240527,1000_5x5,e3,region,33,306.4560703
240527,1000_5x5,e1,city,34,307.1435671
240527,1000_5x5,e2,city,34,307.0025198
240527,1000_5x5,e3,city,34,306.6277427
240527,1000_5x5,e1,region,34,309.209393
240527,1000_5x5,e2,region,34,308.8381525
240527,1000_5x5,e3,region,34,309.2172134
240527,1000_5x5,e1,city,35,311.3602688
240527,1000_5x5,e2,city,35,311.5828985
240527,1000_5x5,e3,city,35,310.9216097
240527,1000_5x5,e1,region,35,311.770531
240527,1000_5x5,e2,region,35,311.5006085
240527,1000_5x5,e3,region,35,311.8318734
240527,1000_5x5,e1,city,36,314.9416562
240527,1000_5x5,e2,city,36,315.2437234
240527,1000_5x5,e3,city,36,314.4349401
240527,1000_5x5,e1,region,36,313.910695
240527,1000_5x5,e2,region,36,313.7944987
240527,1000_5x5,e3,region,36,313.9874847
240527,1000_5x5,e1,city,37,316.6836065
240527,1000_5x5,e2,city,37,317.0077235
240527,1000_5x5,e3,city,37,316.335461
240527,1000_5x5,e1,region,37,315.5980151
240527,1000_5x5,e2,region,37,315.5508313
240527,1000_5x5,e3,region,37,315.6142147
240527,1000_5x5,e1,city,38,317.7334558
240527,1000_5x5,e2,city,38,317.9823899
240527,1000_5x5,e3,city,38,317.5864973
240527,1000_5x5,e1,region,38,316.7945231
240527,1000_5x5,e2,region,38,316.8268462
240527,1000_5x5,e3,region,38,316.7131879
240527,1000_5x5,e1,city,39,318.3863347
240527,1000_5x5,e2,city,39,318.5490832
240527,1000_5x5,e3,city,39,318.2437914
240527,1000_5x5,e1,region,39,317.5441014
240527,1000_5x5,e2,region,39,317.623305
240527,1000_5x5,e3,region,39,317.4196182
240527,1000_5x5,e1,city,40,318.7353999
240527,1000_5x5,e2,city,40,318.8355423
240527,1000_5x5,e3,city,40,318.6184789
240527,1000_5x5,e1,region,40,317.9898033
240527,1000_5x5,e2,region,40,318.0997771
240527,1000_5x5,e3,region,40,317.8427271
240527,1000_5x5,e1,city,41,318.8095947
240527,1000_5x5,e2,city,41,318.8374688
240527,1000_5x5,e3,city,41,318.6638886
240527,1000_5x5,e1,region,41,318.0824331
240527,1000_5x5,e2,region,41,318.1926939
240527,1000_5x5,e3,region,41,317.9225012
240527,1000_5x5,e1,city,42,318.5540634
240527,1000_5x5,e2,city,42,318.5171273
240527,1000_5x5,e3,city,42,318.3859556
240527,1000_5x5,e1,region,42,317.7789372
240527,1000_5x5,e2,region,42,317.8665166
240527,1000_5x5,e3,region,42,317.6077664
240527,1000_5x5,e1,city,43,317.8112929
240527,1000_5x5,e2,city,43,317.7206043
240527,1000_5x5,e3,city,43,317.63772
240527,1000_5x5,e1,region,43,316.5120883
240527,1000_5x5,e2,region,43,316.5075705
240527,1000_5x5,e3,region,43,316.3208388
240527,1000_5x5,e1,city,44,313.5748921
240527,1000_5x5,e2,city,44,313.5017704
240527,1000_5x5,e3,city,44,313.3102416
240527,1000_5x5,e1,region,44,312.6437186
240527,1000_5x5,e2,region,44,312.5549223
240527,1000_5x5,e3,region,44,312.4891594
240527,1000_5x5,e1,city,45,310.6604203
240527,1000_5x5,e2,city,45,310.4939881
240527,1000_5x5,e3,city,45,310.2457775
240527,1000_5x5,e1,region,45,310.3885613
240527,1000_5x5,e2,region,45,310.2729037
240527,1000_5x5,e3,region,45,310.2460561
240527,1000_5x5,e1,city,46,308.9813002
240527,1000_5x5,e2,city,46,308.7506496
240527,1000_5x5,e3,city,46,308.5052736
240527,1000_5x5,e1,region,46,308.8232867
240527,1000_5x5,e2,region,46,308.6759243
240527,1000_5x5,e3,region,46,308.6841767
240527,1000_5x5,e1,city,47,307.5504721
240527,1000_5x5,e2,city,47,307.1930752
240527,1000_5x5,e3,city,47,306.998583
240527,1000_5x5,e1,region,47,307.5282508
240527,1000_5x5,e2,region,47,307.3059703
240527,1000_5x5,e3,region,47,307.3112439
240527,1000_5x5,e1,city,48,305.6800047
240527,1000_5x5,e2,city,48,305.4315318
240527,1000_5x5,e3,city,48,305.6758428
240527,1000_5x5,e1,region,48,306.3763316
240527,1000_5x5,e2,region,48,306.0694115
240527,1000_5x5,e3,region,48,306.0690213
240527,1000_5x5,e1,city,49,304.061841
240527,1000_5x5,e2,city,49,303.8784182
240527,1000_5x5,e3,city,49,303.9584067
240527,1000_5x5,e1,region,49,305.2961068
240527,1000_5x5,e2,region,49,304.9860826
240527,1000_5x5,e3,region,49,304.9447803
240527,1000_5x5,e1,city,50,302.4347094
240527,1000_5x5,e2,city,50,302.5581692
240527,1000_5x5,e3,city,50,302.2739693
240527,1000_5x5,e1,region,50,304.2801554
240527,1000_5x5,e2,region,50,303.9585918
240527,1000_5x5,e3,region,50,303.9332845
240527,1000_5x5,e1,city,51,301.0466441
240527,1000_5x5,e2,city,51,301.395547
240527,1000_5x5,e3,city,51,300.9966427
240527,1000_5x5,e1,region,51,303.3603644
240527,1000_5x5,e2,region,51,303.0527793
240527,1000_5x5,e3,region,51,303.0111914
240527,1000_5x5,e1,city,52,300.2667948
240527,1000_5x5,e2,city,52,300.4421573
240527,1000_5x5,e3,city,52,300.2457904
240527,1000_5x5,e1,region,52,302.5661783
240527,1000_5x5,e2,region,52,302.2508063
240527,1000_5x5,e3,region,52,302.1449709
240527,1000_5x5,e1,city,53,299.4595573
240527,1000_5x5,e2,city,53,299.2995018
240527,1000_5x5,e3,city,53,299.2486741
240527,1000_5x5,e1,region,53,301.7956186
240527,1000_5x5,e2,region,53,301.5639947
240527,1000_5x5,e3,region,53,301.3977585
240527,1000_5x5,e1,city,54,298.4056164
240527,1000_5x5,e2,city,54,297.8786783
240527,1000_5x5,e3,city,54,298.0287148
240527,1000_5x5,e1,region,54,301.1432344
240527,1000_5x5,e2,region,54,300.9745747
240527,1000_5x5,e3,region,54,300.714124
240527,1000_5x5,e1,city,55,297.5416621
240527,1000_5x5,e2,city,55,296.8829628
240527,1000_5x5,e3,city,55,297.1732275
240527,1000_5x5,e1,region,55,300.9022695
240527,1000_5x5,e2,region,55,300.648351
240527,1000_5x5,e3,region,55,300.3666578
240527,1000_5x5,e1,city,56,299.6518959
240527,1000_5x5,e2,city,56,299.0112435
240527,1000_5x5,e3,city,56,299.3030374
240527,1000_5x5,e1,region,56,302.6311627
240527,1000_5x5,e2,region,56,302.2757386
240527,1000_5x5,e3,region,56,302.410788
240527,1000_5x5,e1,city,57,303.5100698
240527,1000_5x5,e2,city,57,302.8713252
240527,1000_5x5,e3,city,57,302.8991653
240527,1000_5x5,e1,region,57,304.6202609
240527,1000_5x5,e2,region,57,304.2923412
240527,1000_5x5,e3,region,57,304.7553991
240527,1000_5x5,e1,city,58,306.2482882
240527,1000_5x5,e2,city,58,305.8970194
240527,1000_5x5,e3,city,58,306.4352521
240527,1000_5x5,e1,region,58,306.6123485
240527,1000_5x5,e2,region,58,306.3099389
240527,1000_5x5,e3,region,58,307.0529269
240527,1000_5x5,e1,city,59,309.5426116
240527,1000_5x5,e2,city,59,308.9448036
240527,1000_5x5,e3,city,59,310.1111607
240527,1000_5x5,e1,region,59,308.5801107
240527,1000_5x5,e2,region,59,308.269265
240527,1000_5x5,e3,region,59,309.210911
240527,1000_5x5,e1,city,60,312.1446107
240527,1000_5x5,e2,city,60,311.6039117
240527,1000_5x5,e3,city,60,312.5011003
240527,1000_5x5,e1,region,60,310.357637
240527,1000_5x5,e2,region,60,310.0073313
240527,1000_5x5,e3,region,60,311.097503
240527,1000_5x5,e1,city,61,313.7880894
240527,1000_5x5,e2,city,61,313.6639986
240527,1000_5x5,e3,city,61,314.2981609
240527,1000_5x5,e1,region,61,311.9808103
240527,1000_5x5,e2,region,61,311.5838711
240527,1000_5x5,e3,region,61,312.7971255
240527,1000_5x5,e1,city,62,315.0771287
240527,1000_5x5,e2,city,62,315.0656615
240527,1000_5x5,e3,city,62,315.642666
240527,1000_5x5,e1,region,62,313.4409081
240527,1000_5x5,e2,region,62,312.9578406
240527,1000_5x5,e3,region,62,314.2695655
240527,1000_5x5,e1,city,63,316.0015619
240527,1000_5x5,e2,city,63,316.0545141
240527,1000_5x5,e3,city,63,316.5999434
240527,1000_5x5,e1,region,63,314.6843824
240527,1000_5x5,e2,region,63,314.1254362
240527,1000_5x5,e3,region,63,315.4449159
240527,1000_5x5,e1,city,64,316.7229041
240527,1000_5x5,e2,city,64,316.799588
240527,1000_5x5,e3,city,64,317.2881422
240527,1000_5x5,e1,region,64,315.6092213
240527,1000_5x5,e2,region,64,314.983602
240527,1000_5x5,e3,region,64,316.3228942
240527,1000_5x5,e1,city,65,317.1807384
240527,1000_5x5,e2,city,65,317.2406432
240527,1000_5x5,e3,city,65,317.6472506
240527,1000_5x5,e1,region,65,316.1082638
240527,1000_5x5,e2,region,65,315.4621518
240527,1000_5x5,e3,region,65,316.7585057
240527,1000_5x5,e1,city,66,317.2319917
240527,1000_5x5,e2,city,66,317.3217894
240527,1000_5x5,e3,city,66,317.6192268
240527,1000_5x5,e1,region,66,316.1290377
240527,1000_5x5,e2,region,66,315.4968253
240527,1000_5x5,e3,region,66,316.700495
240527,1000_5x5,e1,city,67,316.7988631
240527,1000_5x5,e2,city,67,316.7552827
240527,1000_5x5,e3,city,67,317.0463128
240527,1000_5x5,e1,region,67,315.6374444
240527,1000_5x5,e2,region,67,315.0588163
240527,1000_5x5,e3,region,67,316.0487895
240527,1000_5x5,e1,city,68,313.542825
240527,1000_5x5,e2,city,68,313.4833637
240527,1000_5x5,e3,city,68,313.8856466
240527,1000_5x5,e1,region,68,312.8356958
240527,1000_5x5,e2,region,68,312.3238058
240527,1000_5x5,e3,region,68,312.8346719
240527,1000_5x5,e1,city,69,311.3340262
240527,1000_5x5,e2,city,69,310.9060443
240527,1000_5x5,e3,city,69,311.5931601
240527,1000_5x5,e1,region,69,310.9756021
240527,1000_5x5,e2,region,69,310.5387259
240527,1000_5x5,e3,region,69,310.7579426
240527,1000_5x5,e1,city,70,309.7890667
240527,1000_5x5,e2,city,70,309.1208935
240527,1000_5x5,e3,city,70,309.938492
240527,1000_5x5,e1,region,70,309.5853932
240527,1000_5x5,e2,region,70,309.1955716
240527,1000_5x5,e3,region,70,309.1205235
240527,1000_5x5,e1,city,71,308.3705319
240527,1000_5x5,e2,city,71,308.0693294
240527,1000_5x5,e3,city,71,309.0586387
240527,1000_5x5,e1,region,71,308.3497524
240527,1000_5x5,e2,region,71,307.9811227
240527,1000_5x5,e3,region,71,307.6422589
240527,1000_5x5,e1,city,72,307.6071667
240527,1000_5x5,e2,city,72,307.2900618
240527,1000_5x5,e3,city,72,308.5793857
240527,1000_5x5,e1,region,72,307.1888108
240527,1000_5x5,e2,region,72,306.8058545
240527,1000_5x5,e3,region,72,306.362656
240527,1000_5x5,e1,city,73,308.2726479
240527,1000_5x5,e2,city,73,306.7647278
240527,1000_5x5,e3,city,73,307.9092261
240527,1000_5x5,e1,region,73,306.1582924
240527,1000_5x5,e2,region,73,305.7795605
240527,1000_5x5,e3,region,73,305.3399409
240527,1000_5x5,e1,city,74,307.8007309
240527,1000_5x5,e2,city,74,306.2364578
240527,1000_5x5,e3,city,74,306.9671323
240527,1000_5x5,e1,region,74,305.2867038
240527,1000_5x5,e2,region,74,304.8858203
240527,1000_5x5,e3,region,74,304.4918509
240527,1000_5x5,e1,city,75,306.6771134
240527,1000_5x5,e2,city,75,305.5588271
240527,1000_5x5,e3,city,75,305.7574515
240527,1000_5x5,e1,region,75,304.5467544
240527,1000_5x5,e2,region,75,304.2431923
240527,1000_5x5,e3,region,75,303.7671208
240527,1000_5x5,e1,city,76,306.1168302
240527,1000_5x5,e2,city,76,305.1128455
240527,1000_5x5,e3,city,76,304.7947002
240527,1000_5x5,e1,region,76,304.007593
240527,1000_5x5,e2,region,76,303.696559
240527,1000_5x5,e3,region,76,303.0672698
240527,1000_5x5,e1,city,77,306.0188858
240527,1000_5x5,e2,city,77,304.8506824
240527,1000_5x5,e3,city,77,303.4096045
240527,1000_5x5,e1,region,77,303.4752168
240527,1000_5x5,e2,region,77,303.131388
240527,1000_5x5,e3,region,77,302.4049226
240527,1000_5x5,e1,city,78,305.3509784
240527,1000_5x5,e2,city,78,303.7306925
240527,1000_5x5,e3,city,78,302.3733686
240527,1000_5x5,e1,region,78,302.855186
240527,1000_5x5,e2,region,78,302.5384014
240527,1000_5x5,e3,region,78,301.7528817
240527,1000_5x5,e1,city,79,304.2355442
240527,1000_5x5,e2,city,79,302.2527999
240527,1000_5x5,e3,city,79,301.0651021
240527,1000_5x5,e1,region,79,302.451224
240527,1000_5x5,e2,region,79,302.2050297
240527,1000_5x5,e3,region,79,301.3824851
240527,1000_5x5,e1,city,80,304.8489697
240527,1000_5x5,e2,city,80,302.4912333
240527,1000_5x5,e3,city,80,301.6501604
240527,1000_5x5,e1,region,80,303.8405879
240527,1000_5x5,e2,region,80,303.5761299
240527,1000_5x5,e3,region,80,302.8888469
240527,1000_5x5,e1,city,81,305.7795269
240527,1000_5x5,e2,city,81,303.7727312
240527,1000_5x5,e3,city,81,303.2117421
240527,1000_5x5,e1,region,81,305.382055
240527,1000_5x5,e2,region,81,305.1317091
240527,1000_5x5,e3,region,81,304.5521537
240527,1000_5x5,e1,city,82,307.1710976
240527,1000_5x5,e2,city,82,305.9693673
240527,1000_5x5,e3,city,82,305.9077995
240527,1000_5x5,e1,region,82,306.9883894
240527,1000_5x5,e2,region,82,306.8130322
240527,1000_5x5,e3,region,82,306.3721053
240527,1000_5x5,e1,city,83,309.309964
240527,1000_5x5,e2,city,83,308.7815765
240527,1000_5x5,e3,city,83,308.932905
240527,1000_5x5,e1,region,83,308.6538346
240527,1000_5x5,e2,region,83,308.5759162
240527,1000_5x5,e3,region,83,308.2506039
240527,1000_5x5,e1,city,84,311.2214165
240527,1000_5x5,e2,city,84,310.9150567
240527,1000_5x5,e3,city,84,311.3163193
240527,1000_5x5,e1,region,84,310.180187
240527,1000_5x5,e2,region,84,310.1467231
240527,1000_5x5,e3,region,84,309.9330114
240527,1000_5x5,e1,city,85,312.797372
240527,1000_5x5,e2,city,85,312.650989
240527,1000_5x5,e3,city,85,313.0882259
240527,1000_5x5,e1,region,85,311.6144028
240527,1000_5x5,e2,region,85,311.5999286
240527,1000_5x5,e3,region,85,311.4517405
240527,1000_5x5,e1,city,86,314.0788065
240527,1000_5x5,e2,city,86,314.1065733
240527,1000_5x5,e3,city,86,314.4002568
240527,1000_5x5,e1,region,86,312.8861306
240527,1000_5x5,e2,region,86,312.8840471
240527,1000_5x5,e3,region,86,312.7756478
240527,1000_5x5,e1,city,87,315.1789171
240527,1000_5x5,e2,city,87,315.2581969
240527,1000_5x5,e3,city,87,315.3258687
240527,1000_5x5,e1,region,87,313.9800563
240527,1000_5x5,e2,region,87,313.9887262
240527,1000_5x5,e3,region,87,313.9030961
240527,1000_5x5,e1,city,88,316.0873991
240527,1000_5x5,e2,city,88,316.045329
240527,1000_5x5,e3,city,88,315.9521861
240527,1000_5x5,e1,region,88,314.8703231
240527,1000_5x5,e2,region,88,314.8811533
240527,1000_5x5,e3,region,88,314.7985672
240527,1000_5x5,e1,city,89,316.5544749
240527,1000_5x5,e2,city,89,316.4728697
240527,1000_5x5,e3,city,89,316.331722
240527,1000_5x5,e1,region,89,315.333267
240527,1000_5x5,e2,region,89,315.3449946
240527,1000_5x5,e3,region,89,315.2913288
240527,1000_5x5,e1,city,90,316.691562
240527,1000_5x5,e2,city,90,316.5408246
240527,1000_5x5,e3,city,90,316.3219391
240527,1000_5x5,e1,region,90,315.3270343
240527,1000_5x5,e2,region,90,315.335882
240527,1000_5x5,e3,region,90,315.3327635
240527,1000_5x5,e1,city,91,316.37678
240527,1000_5x5,e2,city,91,316.0351762
240527,1000_5x5,e3,city,91,315.8196839
240527,1000_5x5,e1,region,91,314.8629518
240527,1000_5x5,e2,region,91,314.8797063
240527,1000_5x5,e3,region,91,314.975599
240527,1000_5x5,e1,city,92,312.9964707
240527,1000_5x5,e2,city,92,312.5302294
240527,1000_5x5,e3,city,92,312.2962028
240527,1000_5x5,e1,region,92,312.6256374
240527,1000_5x5,e2,region,92,312.6066573
240527,1000_5x5,e3,region,92,312.7631617
240527,1000_5x5,e1,city,93,309.8536645
240527,1000_5x5,e2,city,93,309.6359566
240527,1000_5x5,e3,city,93,309.4259139
240527,1000_5x5,e1,region,93,310.8657383
240527,1000_5x5,e2,region,93,310.8343427
240527,1000_5x5,e3,region,93,311.0929582
240527,1000_5x5,e1,city,94,307.7407025
240527,1000_5x5,e2,city,94,307.7742238
240527,1000_5x5,e3,city,94,307.6606581
240527,1000_5x5,e1,region,94,309.4542153
240527,1000_5x5,e2,region,94,309.4453727
240527,1000_5x5,e3,region,94,309.813617
240527,1000_5x5,e1,city,95,305.9470726
240527,1000_5x5,e2,city,95,306.0683789
240527,1000_5x5,e3,city,95,306.3607021
240527,1000_5x5,e1,region,95,308.2590122
240527,1000_5x5,e2,region,95,308.2043872
240527,1000_5x5,e3,region,95,308.6100744
240527,1000_5x5,e1,city,96,304.493519
240527,1000_5x5,e2,city,96,304.8525784
240527,1000_5x5,e3,city,96,305.4226335
240527,1000_5x5,e1,region,96,307.235517
240527,1000_5x5,e2,region,96,307.0240397
240527,1000_5x5,e3,region,96,307.4876985
240527,1000_5x5,e1,city,97,303.3984666
240527,1000_5x5,e2,city,97,303.9367687
240527,1000_5x5,e3,city,97,304.9083662
240527,1000_5x5,e1,region,97,306.3102537
240527,1000_5x5,e2,region,97,305.9945827
240527,1000_5x5,e3,region,97,306.4941246
240527,1000_5x5,e1,city,98,302.8051381
240527,1000_5x5,e2,city,98,302.7210664
240527,1000_5x5,e3,city,98,303.7868208
240527,1000_5x5,e1,region,98,305.4559005
240527,1000_5x5,e2,region,98,305.0831837
240527,1000_5x5,e3,region,98,305.5443426
240527,1000_5x5,e1,city,99,302.0447215
240527,1000_5x5,e2,city,99,302.0368211
240527,1000_5x5,e3,city,99,302.1896222
240527,1000_5x5,e1,region,99,304.7503026
240527,1000_5x5,e2,region,99,304.3558305
240527,1000_5x5,e3,region,99,304.793481
240527,1000_5x5,e1,city,100,301.2165593
240527,1000_5x5,e2,city,100,300.9706533
240527,1000_5x5,e3,city,100,301.0068727
240527,1000_5x5,e1,region,100,304.0449191
240527,1000_5x5,e2,region,100,303.6545053
240527,1000_5x5,e3,region,100,304.0484953
240527,1000_5x5,e1,city,101,300.0350356
240527,1000_5x5,e2,city,101,299.3143474
240527,1000_5x5,e3,city,101,300.0017193
240527,1000_5x5,e1,region,101,303.4324295
240527,1000_5x5,e2,region,101,303.0310424
240527,1000_5x5,e3,region,101,303.3375999
240527,1000_5x5,e1,city,102,298.1739117
240527,1000_5x5,e2,city,102,298.2588833
240527,1000_5x5,e3,city,102,298.3405134
